src_lang,tgt_lang,src,tgt
eng_Latn,hin_Deva,"After dispatching future FIDE champion Alexander Khalifman in the third round, he scored quick victories over Zoltan Almasi, Alexei Shirov, and Boris Gelfand to advance.
","तीसरे दौर में भावी फाइड चैंपियन अलेक्जेंडर खलीफमैन को हराने के बाद, उन्होंने आगे बढ़ने के लिए ज़ोल्टन अलमासी, अलेक्सी शिरोव और बोरिस गेलफैंड पर कम समय में ही जीत हासिल कीं।
"
eng_Latn,hin_Deva,"Controversially, Karpov, the defending champion, was seeded directly into the final, held just three days after the conclusion of the three-week tournament.
","विवादास्पद रूप से, गत चैंपियन कारपोव को तीन सप्ताह के टूर्नामेंट के समापन के तीन दिन बाद ही सीधे निर्णायक मैच में खेलने का मौका दिया गया।
"
eng_Latn,hin_Deva,"Anand wasn't paying enough attention with his team to the fact that he was playing the World Championship.
","आनंद अपने दल के साथ इस तथ्य पर पर्याप्त ध्यान नहीं दे रहे थे कि वे विश्व चैम्पियनशिप में खेल रहे थे।
"
eng_Latn,hin_Deva,"Anand lost the match in five games, Games 10 to 14.
","आनंद गेम10 से गेम 14 तक पांच गेम हार कर मैच हार गए।
"
eng_Latn,hin_Deva,"Anand married Aruna in 1996 and has a son, born on 9 April 2011, named in the traditional patronymic way Anand Akhil.
","आनंद ने 1996 में अरुणा से शादी की और उनके बेटे का जन्म 9 अप्रैल 2011 को हुआ, जिसका नाम पारंपरिक पितृनाम तरीके के अनुसार आनंद अखिल है।
"
eng_Latn,hin_Deva,"The Marathas were forced to retreat; they launched a second campaign after the monsoon season, but again were unable to prevent the Nizam from ousting the Maratha collectors.
","मराठा पीछे हटने को मजबूर हो गए थे;  उन्होंने मानसून के मौसम के बाद दूसरा अभियान शुरू किया, लेकिन फिर से वे निजाम को मराठा कर-समाहर्ताओं को हटाने से रोकने में असमर्थ रहे।
"
eng_Latn,hin_Deva,"The German team was successful in restricting the India side to a single goal until the first interval.
","जर्मन टीम मध्य अंतराल से पहले तक भारत को एक गोल तक सीमित रखने में सफल रही।
"
eng_Latn,hin_Deva,"On the morning of the final, the entire team was nervous since they had been defeated the last time they had faced Germany.
","निर्णायक खेल की सुबह, दल के सभी लोग घबराए हुए थे क्योंकि वे पिछली बार जर्मनी के खिलाफ हार गए थे।
"
eng_Latn,hin_Deva,"On 5 August, India won its first match against Hungary 4-0.
","5 अगस्त को भारत ने अपना पहला मैच हंगरी के खिलाफ 4-0 से जीता।
"
eng_Latn,hin_Deva,"They played four internationals against the Netherlands, Germany, Czechoslovakia, and Hungary.
","उन्होंने नीदरलैंड, जर्मनी, चेकोस्लोवाकिया और हंगरी के खिलाफ चार अंतर्राष्ट्रीय मैच खेले।
"
eng_Latn,hin_Deva,"In combination with Marthins, he took the ball away to the right and Marthins did well to give him a good pass.
","मार्टिन्स के साथ मिलकर, वे गेंद को दाहिनी ओर ले गए और मार्टिन्स ने बहुत अच्छा खेलते हुए उन्हें एक अच्छा पास दिया।
"
eng_Latn,hin_Deva,"The family finally settled in Jhansi, Uttar Pradesh, India.
","अंत में उनका परिवार भारत के उत्तर प्रदेश के झांसी में बस गया।
"
eng_Latn,hin_Deva,"Because of his father's numerous army transfers, the family had to move to different cities, and as such Chand had to terminate his education after only six years of schooling.
","उनके पिता की सेना की नौकरी के फलस्वरूप होने वाले कई स्थानांतरणों के कारण परिवार को विभिन्न शहरों में स्थानांतरित होना पड़ा, और इस वजह से चंद को केवल छह साल की स्कूली शिक्षा के बाद शिक्षा छोड़नी पड़ी।
"
eng_Latn,hin_Deva,"Dhyan Chand was born in Allahabad on 29 August 1905 in a Kushwaha Rajput family.
","ध्यानचंद का जन्म 29 अगस्त 1905 में इलाहाबाद के एक कुशवाहा राजपूत परिवार में हुआ था।
"
eng_Latn,hin_Deva,"India's highest sporting honour Major Dhyan Chand Khel Ratna Award is named after him.
","भारत का सर्वोच्च खेल सम्मान मेजर ध्यानचंद खेल रत्न पुरस्कार उनके नाम पर जारी किया गया है।
"
eng_Latn,hin_Deva,"With this Persian Safavid aid Humayun took Kandahar from Askari Mirza after a two-week siege.
","इस फारसी सफाविद सहायता से हुमायूं ने दो सप्ताह की घेराबंदी के बाद अस्करी मिर्जा से कांधार छीन लिया।
"
eng_Latn,hin_Deva,"Although the Mughals initially disagreed to their conversion they knew that with this outward acceptance of Shi'ism, Tahmasp was eventually prepared to offer Humayun more substantial support.
","हालांकि मुगलों ने शुरू में अपने धर्म परिवर्तन के लिए असहमति जताई थी, वे जानते थे कि शियावाद की दिखावे की स्वीकृति के साथ, तहमास्प अंततः हुमायूं को और अधिक महत्वपूर्ण समर्थन देने के लिए तैयार हो जाएगा।
"
eng_Latn,hin_Deva,"In 1940, his mother insisted that he study at Visva-Bharati University in Santiniketan, founded by Rabindranath Tagore.
","1940 में, उनकी माँ ने जोर देकर कहा कि वह रवींद्रनाथ टैगोर द्वारा स्थापित शांतिनिकेतन में विश्व-भारती विश्वविद्यालय में अध्ययन करें।
"
eng_Latn,hin_Deva,"With so much going on Humayun did not even meet Tahmasp until July, some six months after the former's arrival in Persia.
","इतना सब होने के बावजूद फारस में हुमायूं के आगमन के लगभग छह महीने बाद जुलाई तक हुमायूं ने तहमास्प से मुलाकात नहीं की।
"
eng_Latn,hin_Deva,"Humayun was amazed at their work and asked if they would work for him if he were to regain the sovereignty of Hindustan: they agreed.
","हुमायूं उनके काम से चकित हो गया और उसने पूछा कि अगर उन्हें हिंदुस्तान की संप्रभुता फिर से हासिल हो गई तो क्या वे उसके लिए काम करेंगे: वे सहमत हो गए।
"
eng_Latn,hin_Deva,"Among other trials, the Imperial party was forced to live on horse meat boiled in the soldiers' helmets.
","अन्य परेशानियों के अलावा, शाही जत्था  सैनिकों के शिरस्त्राण में उबाले गए घोड़े के मांस को खा कर रहने के लिए मजबूर थे।
"
eng_Latn,hin_Deva,"Askari Mirza took Akbar in, leaving the wives of Kamran and Askari Mirza to raise him.
","अस्करी मिर्जा ने अकबर को अपनी शरण में ले लिया और कामरान और अस्करी मिर्जा की पत्नियों की देखरेख में वे बड़े हुए।
"
eng_Latn,hin_Deva,"Akbar was left behind in camp close to Kandahar, as it was December, too cold and dangerous to include the 14-month-old toddler in the march through the mountains of the Hindu Kush.
","अकबर को कांधार के निकट शिविर में छोड़ दिया गया था, क्योंकि यह दिसंबर का महीना था, जबरदस्त ठंड और खतरों के बीच 14 महीने के बच्चे के साथ हिंदुकुश के पहाड़ों को पार  करना संभव नहीं था।
"
eng_Latn,hin_Deva,"When Humayun received word of the approaching hostile army he decided against facing them, and instead sought refuge elsewhere.
","जब हुमायूं को शत्रु की आगे बढ़ती सेना के बारे में संदेश मिला, तो उसने उनका सामना करने के बजाय कहीं और शरण लेने का फैसला किया।
"
eng_Latn,hin_Deva,"His other brother, Askari Mirza, was now ordered to gather an army and march on Humayun.
","उनके दूसरे भाई, अस्करी मिर्जा, को हुमायूं पर कूच करने के लिए एक सेना एकत्र करने का आदेश दिया गया।
"
eng_Latn,hin_Deva,"Among the tribes that had sworn allegiance to Humayun were the Leghari, Magsi, Rind and many others.
","हुमायूं के प्रति निष्ठा की शपथ लेने वाले कबीलों में से लेगारी, मैगसी, रिंद और कई अन्य थे।
"
eng_Latn,hin_Deva,"Until finally Humayun had gathered hundreds of Sindhi and Baloch tribesmen alongside his Mughals and then marched towards Kandahar and later Kabul, thousands more gathered by his side as Humayun continually declared himself the rightful Timurid heir of the first Mughal Emperor, Babur.
","अंत में हुमायूं ने अपने मुगल सैनिकों के साथ सैकड़ों सिंधी और बलूच आदिवासियों को इकट्ठा किया और फिर कांधार और बाद में काबुल की ओर बढ़े एवं हजारों लोग उनके साथ लगातार  होते गए क्योंकि हुमायूं ने हमेशा खुद को पहले मुगल सम्राट बाबर का सही तैमूरी उत्तराधिकारी के रूप में जाहिर किया था।
"
eng_Latn,hin_Deva,"While in Sindh, Humayun alongside Hussein Umrani, gathered horses and weapons and formed new alliances that helped regain lost territories.
","सिंध में रहते हुए  हुमायूं ने हुसैन उमरानी के साथ मिलकर घोड़े और हथियार इकट्ठा किए और नए गठबंधन बनाए जिससे खोए हुए क्षेत्रों को फिर से हासिल करने में उन्हें मदद मिली।
"
eng_Latn,hin_Deva,"Emir Hussein Umrani, ruler of Sindh, welcomed Humayun's presence and was loyal to him, just as he had been loyal to Babur against the renegade Arghuns.
","सिंध के शासक अमीर हुसैन उमरानी ने हुमायूं की उपस्थिति का स्वागत किया और उनके प्रति वफादार रहे, जिस प्रकार वे विद्रोही अर्घुनों के खिलाफ बाबर के प्रति वफादार रहे थे।
"
eng_Latn,hin_Deva,"Kamran withdrew after Humayun refused to make a quick attack on the approaching enemy, instead opting to build a larger army under his own name.
","कामरान तब पीछे हट गया जब हुमायूं ने आने वाले दुश्मन पर अचानक हमला करने से इनकार कर दिया, इसके बजाय अपने नाम से बड़ी सेना बनाने का विकल्प चुना।
"
eng_Latn,hin_Deva,"This was a serious threat to the entire family, but Humayun and Kamran squabbled over how to proceed.
","यह पूरे परिवार के लिए एक गंभीर खतरा था, लेकिन हुमायूं और कामरान आगे बढ़ने के तरीके को लेकर आपस में उलझ गए।
"
eng_Latn,hin_Deva,"The Emperor survived by swimming across the Ganges using an air-filled ""water skin"", and quietly returned to Agra.
","सम्राट ने हवा से भरी मशक का उपयोग करके तैरते हुए गंगा पार की और चुपचाप आगरा लौट आए।
"
eng_Latn,hin_Deva,"That very night, his army approached the Mughal camp and finding the Mughal troops unprepared with a majority asleep, they advanced and killed most of them.
","उसी रात, उनकी सेना मुगल शिविर पहुंची और मुगल सैनिकों में से अधिकतर को सोते हुए देख कर, वे आगे बढ़े और उनमें से अधिकांश को मार डाला।
"
eng_Latn,hin_Deva,"Observing the Mughals' vulnerability, Sher Shah reneged on his earlier agreement.
","मुगलों की अरक्षित स्थिति को देखते हुए शेरशाह अपने पहले किए हुए समझौते से मुकर गए।
"
eng_Latn,hin_Deva,"Once the Army of Humayun had made its charge and Sher Shah's troops made their agreed-upon retreat, the Mughal troops relaxed their defensive preparations and returned to their entrenchments without posting a proper guard.
","जैसे ही जब हुमायूं की सेना आगे बढ़ी और शेरशाह की सेना पहले से किए गए समझौते का पालन करते हुए पीछे हटी, तो मुगल सैनिकों ने अपनी सुरक्षा की तैयारियों में ढील दे दी और उचित पहरेदार तैनात किए बिना अपनी खंदकों में लौट आए।
"
eng_Latn,hin_Deva,"The two rulers also struck a bargain in order to save face: Humayun's troops would charge those of Sher Shah whose forces then retreat in feigned fear.
","दोनों शासकों ने अपनी लाज रखने के लिए समझौता भी कियाः हुमायूं की सेना शेर शाह के सैनिकों पर हमला करेगी, और शेर शाह की सेना डरने का दिखावा करके पीछे हट जाएगी।
"
eng_Latn,hin_Deva,"Humayun agreed to allow Sher Shah to rule over Bengal and Bihar, but only as provinces granted to him by his Emperor, Humayun, falling short of outright sovereignty.
","हुमायूं ने शेरशाह को बंगाल और बिहार पर शासन करने देने की यह शर्त रखी कि सम्राट, हुमायूं, ने उसे उन प्रांतों पर शासन करने दिया है, जो कि पूर्ण संप्रभुता से बस थोड़ा ही कम था।
"
eng_Latn,hin_Deva,"The major part of the Mughal army, the artillery, was now immobile, and Humayun decided to engage in some diplomacy using Muhammad Aziz as ambassador.
","मुगल सेना का प्रमुख हिस्सा, तोपखाना, अब गतिहीन हो गया था, और हुमायूं ने मुहम्मद अज़ीज़ को राजदूत के रूप में भेज कर कुछ कूटनीति का प्रयोग करने का फैसला किया।
"
eng_Latn,hin_Deva,"This was to become an entrenched battle in which both sides spent a lot of time digging themselves into positions.
","यह एक ज़मीन में ख़ंदक़ों में छुप कर लड़ने वाला युद्ध बनता जा रहा था  जिसमें दोनों पक्षों ने खंदकें खोद कर खुद को मजबूत स्थिति में लाने में बहुत समय बिताया था।
"
eng_Latn,hin_Deva,"In June 1539, Sher Shah met Humayun in the Battle of Chausa on the banks of the Ganges, near Buxar.
","जून 1539 में, बक्सर के पास गंगा के तट पर चौसा की लड़ाई में शेरशाह और हुमायूं एक दूसरे के आमने-सामने थे।
"
eng_Latn,hin_Deva,"However, his return home had treacherous motives as he intended to stake a claim for Humayun's apparently collapsing empire.
","हालांकि, उसकी घर वापसी कपटपूर्ण इरादे से थी क्योंकि वह हुमायूं के ध्वस्त होते साम्राज्य पर अपना दावा करने के नीयत रखता था।
"
eng_Latn,hin_Deva,"Further provoking the rebellion, Hindal ordered that the Khutba, or sermon, in the main mosque be surrounded.
","विद्रोह को और भड़काते हुए, हिंदाल ने आदेश दिया कि मुख्य मस्जिद में खुतबा या उपदेश देने के स्थान  को चारों ओर से घेर लिया जाए।
"
eng_Latn,hin_Deva,"When Humayun sent the grand Mufti, Sheikh Buhlul, to reason with him; the Sheikh was killed.
","जब हुमायूं ने महान मुफ्ती, शेख बहलुल, को उसको समझाने के लिए भेजा तो शेख को मार दिया गया।
"
eng_Latn,hin_Deva,"Ambedkar had been invited to testify before the Southborough Committee, which was preparing the Government of India Act 1919.
","अम्बेडकर को साउथबरो समिति के समक्ष गवाही देने के लिए आमंत्रित किया गया था, जो भारत सरकार अधिनियम 1919 तैयार कर रही थी।
"
eng_Latn,hin_Deva,"Sher Shah withdrew to the east, but Humayun did not follow: instead he ""shut himself up for a considerable time in his Harem, and indulged himself in every kind of luxury"".
","शेर शाह पूर्व की ओर लौट गया, लेकिन हुमायूं ने उसका पीछा नहीं कियाः इसके बजाय उसने ""अपने हरम में काफी समय के लिए खुद को बंद कर लिया, और  हर प्रकार की विलासिता में डूबा रहा।""
"
eng_Latn,hin_Deva,"Ambedkar was trained as an economist, and was a professional economist until 1921, when he became a political leader.
","अंबेडकर ने अर्थशास्त्री के रूप में प्रशिक्षण प्राप्त किया, और 1921 तक एक पेशेवर अर्थशास्त्री थे, और इसके बाद वे राजनीतिक नेता बन गए।
"
eng_Latn,hin_Deva,"No words can adequately express the great and many evils of polygamy and concubinage, and especially as a source of misery to a Muslim woman.
","बहुविवाह और रखैल प्रथा की, जो खासकर मुस्लिम महिलाओं के लिए दुखों का स्रोत है, बेहिसाब बुराइयों को शब्दों में बयां नहीं किया जा सकता।
"
eng_Latn,hin_Deva,"When they reached the gates, the gates were closed by Brahmin authorities.
","जब वे द्वार पर पहुंचे तो ब्राह्मण अधिकारियों ने दरवाजे बंद कर दिए।
"
eng_Latn,hin_Deva,"By 1927, Ambedkar had decided to launch active movements against untouchability.
","1927 तक, अम्बेडकर ने अस्पृश्यता के खिलाफ सक्रिय आंदोलन शुरू करने का फैसला कर लिया था।
"
eng_Latn,hin_Deva,"In 1926, he successfully defended three non-Brahmin leaders who had accused the Brahmin community of ruining India and were then subsequently sued for libel.
","1926 में, उन्होंने तीन गैर-ब्राह्मण नेताओं का सफलतापूर्वक बचाव किया जिन्होंने ब्राह्मण समुदाय पर भारत को बर्बाद करने का आरोप लगाया था और बाद में उन पर मानहानि का मुकदमा चलाया गया था।
"
eng_Latn,hin_Deva,"In June 1917, he returned to India because his scholarship from Baroda ended.
","जून 1917 में वे भारत लौटे क्योंकि बड़ौदा से मिलने वाली उनकी छात्रवृत्ति समाप्त हो गई थी।
"
eng_Latn,hin_Deva,"A public ceremony was evoked, to celebrate his success, by the community, and it was at this occasion that he was presented with a biography of the Buddha by Dada Keluskar, the author and a family friend.
","समुदाय द्वारा उनकी सफलता का जश्न मनाने के लिए एक सार्वजनिक समारोह आयोजित किया गया और इस अवसर पर उन्हें लेखक और पारिवारिक मित्र दादा केलुस्कर ने बुद्ध की जीवनी भेंट की।
"
eng_Latn,hin_Deva,"Three sons Balaram, Anandrao and Bhimrao and two daughters Manjula and Tulasa of the Ambedkars survived them.
","अम्बेडकर-दंपत्ति के तीन बेटे, बलराम, आनंदराव और भीमराव, तथा दो बेटियां मंजुला और तुलसा उनके जाने के बाद जीवित रहे।
"
eng_Latn,hin_Deva,"Hasan Nizami refers to an undated expedition against Jalor, which may have taken place sometime after his victory over Aram Shah.
","हसन निजामी ने जालोर के खिलाफ एक अनिश्चित तारीख पर हुए अभियान का उल्लेख किया है, जो आराम शाह पर उनकी जीत के कुछ समय बाद हुआ होगा।
"
eng_Latn,hin_Deva,"Over the next few years, Iltutmish suppressed a rebellion in Bengal, captured Gwalior, raided the Paramara-controlled cities of Bhilsa and Ujjain in central India, and expelled Khwarazmian subordinates in the north-west.
","अगले कुछ वर्षों में, इल्तुतमिश ने बंगाल में एक विद्रोह को दबाया, ग्वालियर पर कब्जा किया, मध्य भारत में परमार-नियंत्रित शहरों भीलसा और उज्जैन पर हमला किया और उत्तर-पश्चिम में ख्वारज़्मियन अधीनस्थों को निष्कासित किया।
"
eng_Latn,hin_Deva,"Despite holding on for draws in the last two Tests, Gavaskar was replaced by Kapil Dev as captain after the 30 loss.
","अंतिम दो टेस्ट ड्रॉ करने के बावजूद, गावस्कर को 3-0 से हार के बाद कप्तानी से हटा कर, उनके स्थान पर कपिल देव को कप्तान बनाया गया।
"
eng_Latn,hin_Deva,"After another stalemate in the Fifth Test, Gavaskar scored 123 in the Sixth Test, where Australia collapsed by an innings after India posted their fourth first innings in excess of 400 for the series.
","पांचवें टेस्ट में एक और गतिरोध होने के बाद, गावस्कर ने छठे टेस्ट में 123 रन बनाए, जहां ऑस्ट्रेलिया एक पारी से हार गई जब भारत ने श्रृंखला में चौथी बार पहली पारी में 400 से अधिक रन बनाए।
"
eng_Latn,hin_Deva,"He started consistently, scoring four half-centuries in five innings of the first three Tests.
","पहले तीन टेस्ट की पांच पारियों में चार अर्धशतक बनाते हुए उन्होंने एक भरोसेमंद शुरुआत की।
"
eng_Latn,hin_Deva,"Often equipped with unpenetrative bowling attacks he tended to use conservative tactics which resulted in a large number of draws.
","अक्सर उनके दल की गेंदबाजी अवेधनीय होती थी, जिसके कारण वे बचाव की नीति अपनाते थे एवं इसके परिणामस्वरूप बड़ी संख्या में ड्रॉ होते थे।
"
eng_Latn,hin_Deva,"At the same time, the Maratha empire started transforming into a confederacy, in which individual chiefs such as the Holkars, the Scindias and the Bhonsles of Nagpur kingdom became more powerful.
","साथ ही, मराठा साम्राज्य एक संघ में बदलने लगा, जिसमें होलकर, सिंधिया और नागपुर साम्राज्य के भोंसले जैसे व्यक्तिगत प्रमुख अधिक शक्तिशाली हो गए।
"
eng_Latn,hin_Deva,"Gavaskar saved his best for the Third Test in Karachi, scoring 111 and 137 in the Third, but was unable to prevent a defeat and series loss.
","गावस्कर ने कराची में तीसरे टेस्ट के लिए अपना सर्वश्रेष्ठ प्रदर्शन किया,  जहां उन्होंने 111 और 137 रन बनाए, लेकिन मैच हारने और श्रृंखला की हार से बच न सके।
"
eng_Latn,hin_Deva,"India won the third but lost the earlier two.
","भारत ने तीसरा मैच जीता था लेकिन पहले दो मैच हार गया था।
"
eng_Latn,hin_Deva,"However, most of Gavaskar's centuries against West Indies were against their second string team when their four-pronged attack were not playing together.
","लेकिन, गावस्कर ने अधिकांश शतक वेस्टइंडीज के दूसरी श्रेणी के दल के खिलाफ बनाए थे, जिसमें उनके चार आक्रामर गेंदबाज़ एक साथ नहीं खेल रहे थे।
"
eng_Latn,hin_Deva,"In May 1751, Balaji Rao had arrested Damaji Gaekwad and his relatives, and sent them to Pune.
","मई 1751 में बालाजी राव ने दामाजी गायकवाड़ और उनके रिश्तेदारों को गिरफ्तार कर पुणे भेज दिया था।
"
eng_Latn,hin_Deva,"Sadashivrao Bhau, his cousin started the modernization of the Maratha army.
","उनके चचेरे भाई सदाशिवराव भाऊ ने मराठा सेना का आधुनिकीकरण शुरू किया।
"
eng_Latn,hin_Deva,"In his twenty-year reign as the Peshwa, Nanasaheb subdued three major powers under his tenure, viz. Mughals in the North, the Nizam in the South and the Bengal Sultanate.
","पेशवा के रूप में अपने बीस साल के शासनकाल में नानासाहेब ने अपने कार्यकाल में तीन प्रमुख शक्तियाँ-उत्तर में मुगलों, दक्षिण में निजाम और बंगाल सल्तनत को पराजित किया।
"
eng_Latn,hin_Deva,"Nanasaheb built canals, bridges, temples and lodges for travellers in the capital city of Pune and in other parts of the Maratha Empire.
","नानासाहेब ने राजधानी पुणे और मराठा साम्राज्य के अन्य हिस्सों में यात्रियों के लिए नहरों, पुलों, मंदिरों और आवासों का निर्माण किया।
"
eng_Latn,hin_Deva,"Under his leadership, the borders of the Maratha Empire expanded to Peshawar in present day Pakistan, Srirangapattanam in the South, and Medinipore in present day West Bengal.
","उनके नेतृत्व में, मराठा साम्राज्य की सीमाओं का विस्तार वर्तमान पाकिस्तान में पेशावर, दक्षिण में श्रीरंगपट्टनम और वर्तमान पश्चिम बंगाल में मेदिनीपुर तक हुआ।
"
eng_Latn,hin_Deva,"In 1787, Tipu Sultan sent an embassy to the Ottoman capital Constantinople, to the Ottoman Sultan Abdul Hamid I requesting urgent assistance against the British East India Company.
","1787 में टीपू सुल्तान ने तुर्क सुल्तान अब्दुल हमीद प्रथम से ब्रिटिश ईस्ट इंडिया कंपनी के खिलाफ तत्काल सहायता का अनुरोध करते हुए तुर्क राजधानी कॉन्स्टेंटिनोपल में एक दूत भेजा।
"
eng_Latn,hin_Deva,"After facing substantial threats from the Marathas, Tipu Sultan began to correspond with Zaman Shah Durrani, the ruler of the Afghan Durrani Empire, so they could defeat the British and Marathas.
","मराठों से पर्याप्त खतरों का सामना करने के बाद, टीपू सुल्तान ने अफगान दुर्रानी साम्राज्य के शासक जमान शाह दुर्रानी के साथ पत्र-व्यवहार  शुरू कर दिया था ताकि वे मिलकर अंग्रेजों और मराठों को हरा सकें।
"
eng_Latn,hin_Deva,"Disheartened, Tipu Sultan began to establish contacts with other Muslim rulers of that period.
","निराश होकर टीपू सुल्तान ने उस समय के अन्य मुसलमान शासकों के साथ संपर्क स्थापित करना शुरू कर दिया।
"
eng_Latn,hin_Deva,"Both Hyder Ali and Tipu Sultan owed nominal allegiance to the Mughal Emperor Shah Alam II; both were described as Nabobs by the British East India Company in all existing treaties.
","हैदर अली और टीपू सुल्तान दोनों मुगल सम्राट शाह आलम द्वितीय के प्रति नाममात्र की निष्ठा रखते थे, दोनों को ब्रिटिश ईस्ट इंडिया कंपनी द्वारा सभी मौजूदा संधियों में नबाब के रूप में वर्णित किया गया था।
"
eng_Latn,hin_Deva,"The peak of Mysore's economic power was under Tipu Sultan in the late 18th century.
","मैसूर की आर्थिक शक्ति 18 वीं शताब्दी के अंत में टीपू सुल्तान के शासनकाल में शिखर पर थी।
"
eng_Latn,hin_Deva,"Besides paying higher taxes they had to endure the additional responsibility of feeding the slaves and financing their marriages.
","अधिक करों का भुगतान करने के अलावा उन्हें गुलामों को खिलाने और उनकी शादियों का खर्च उठाने की अतिरिक्त जिम्मेदारी भी उठानी पड़ती थी।
"
eng_Latn,hin_Deva,"Tipu Sultan's board of admiralty consisted of 11 commanders in service of a Mir Yam.
","टीपू सुल्तान के जलसेना के प्रबंधकर्ता मंडल में मीर याम की सेवा में 11 कमांडर शामिल थे।
"
eng_Latn,hin_Deva,"According to historian Dr. Dulari Qureshi, Tipu Sultan was a fierce warrior king and was so quick in his movement that it seemed to the enemy that he was fighting on many fronts at the same time.
","इतिहासकार डॉ. दुलारी कुरैशी के अनुसार, टीपू सुल्तान एक क्रूर योद्धा राजा थे और उनकी चाल इतनी तेज थी कि दुश्मन को ऐसा लगता था कि वह एक ही समय पर कई मोर्चों पर लड़ रहे थे।
"
eng_Latn,hin_Deva,"Tipu introduced a new calendar, new coinage, and seven new government departments, during his reign, and made military innovations in the use of rocketry.
","टीपू ने अपने शासनकाल के दौरान एक नया कैलेंडर, नए सिक्के और सात नए सरकारी विभागों की शुरुआत की, और रॉकेट के उपयोग में नए सैन्य प्रयोग किए।
"
eng_Latn,hin_Deva,"Following the withdrawal, Tipu sent forces to Coimbatore, which they retook after a lengthy siege.
","कॉर्नवैलिस के पीछे हटने के बाद, टीपू ने अपनी सेना कोयंबटूर भेजी, जिसने लंबे समय तक घेराबंदी करने के बाद उसे अपने नियंत्रण में ले लिया।
"
eng_Latn,hin_Deva,"In the Third Anglo-Mysore War, he was forced into the Treaty of Seringapatam, losing a number of previously conquered territories, including Malabar and Mangalore.
","तीसरे आंग्ल-मैसूर युद्ध में, उन्हें श्रीरंगपट्टम की संधि स्वीकार करने के लिए मजबूर किया गया जिसमें मालाबार और मंगलोर सहित कई पहले प्राप्त क्षेत्र उनके नियंत्रण से निकल गए।
"
eng_Latn,hin_Deva,"He deployed the rockets against the advances of British forces and their allies during the Anglo-Mysore Wars, including the Battle of Pollilur and Siege of Srirangapatna, but the British took over the fort.
","उन्होंने पोल्लिलूर के युद्ध और श्रीरंगपटना की घेराबंदी में तोपों का प्रयोग किया और    आंग्ल-मैसूर युद्धों के दौरान भी ब्रिटिश सेनाओं और उनके सहयोगियों को आगे बढ़ने से रोकने के लिए इनका प्रयोग किया, लेकिन अंग्रेजों ने किले पर कब्जा कर लिया।
"
